,time,S,E,I_sc,I_c,I_ct,I_ch,I_cicu,death,R,R_ct,N_contact,N,CumIncid,Cum_import,Cum_ss,CumIncid_tot,CumED_ct,CumAdmit,CumICU,Cumdx_ct,Cumdx_admicu,Cumdx_tot,pSet,dur_latent,dur_incubation,dur_symptomatic,dur_admitted,dur_icu,prob_test,prob_admit_diagnosed,condprob_icu,condprob_cfr,R0,initpop,seed_backCalc,prop_travel_test,drop_Reffective,social_distancing,tau_1,tau_2,tau_1_max,tau_2_max,when_test_increase,Ncases_trigger,serial_interval,event_ss,event_ss_modulo,cfr_among_dx,cfr_among_admit,import_travel,prob_diagnosed,prob_test_max,dur_subclinical,dur_inf,beta,omega,alpha,g1,g2,g3,rate_icu,death_rate,length_of_stay,parm_import,prob_admit,min_SI_calc,max_SI_calc,valid_si_check,validity_cfr_among_dx,valid_cfr_check,prob_test_max_valid,valid_prob_test_max_check,valid_tau_1_check,valid_tau_2_check,valid_prob_test_check,valid_keep,LHS_seed,seed_prop
152,151,2458918.0151883,75703.1812097825,138235.17165799,317280.216857109,35253.572605187,27533.623160618903,6842.236367797111,36109.170523435096,2679765.74137384,421090.071055922,6090992.39734296,6196731,3737225.14114173,257.843781423669,129.999888529539,3737612.98481169,333021.068956044,193807.604756915,82378.7766273426,66437.6881645791,363534.87844500603,429972.56660958397,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
153,152,2425071.9277291,72501.1518811679,132917.31433832098,308604.370526532,34289.5610345205,26927.0119678594,6732.546376422049,36886.262865907,2724473.84868284,428327.00459732,6091895.61775529,6196731,3771071.22860094,257.843781423669,129.999888529539,3771459.07227089,337024.653509202,196137.733332827,83894.6810808584,67546.1752051439,370424.43121456896,437970.606419712,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
154,153,2392734.57629041,69373.14667126059,127668.19177610199,299774.795140117,33308.4722709763,26301.096711899398,6615.67850426177,37650.38086363,2767931.08863806,435373.573133279,6092855.37164923,6196731,3803408.58003963,257.843781423669,129.999888529539,3803796.42370958,340872.171794624,198377.029689422,85376.2667057285,68623.6477299511,377166.18007567705,445789.82780562795,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
155,154,2361861.99217091,66324.6973376985,122502.430909093,290830.871558178,32314.6814580216,25658.808980064703,6492.281536446421,38400.7398175521,2810118.33078921,442226.165442812,6093864.48820791,6196731,3834281.16415913,257.843781423669,129.999888529539,3834669.00782908,344565.873857871,200526.80337702602,86822.54078021139,69669.6315371067,383755.12536540296,453424.75690250896,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
156,155,2332408.6897756,63360.3160814316,117432.85716398699,281810.111102843,31312.356080963702,25002.994909495297,6363.0091401277505,39136.6305071943,2851022.00366042,448882.03157791897,6094916.00936221,6196731,3863734.46655444,257.843781423669,129.999888529539,3864122.31022439,348108.419681857,202588.60253384302,88232.6733577265,70683.7902371735,390186.993120222,460870.783357395,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
157,156,2304328.12212168,60483.5976579425,112470.60195661,272748.014904627,30305.440327943397,24336.400345848397,6228.51402756515,39857.4174563919,2890633.66972135,455339.221480027,6096003.22784225,6196731,3891815.03420835,257.843781423669,129.999888529539,3892202.87787831,351502.816333269,204564.177304506,89605.9878020542,71665.9147175417,396458.19757505,468124.112292591,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
158,157,2277573.03113567,57697.266051100596,107625.158783846,263677.902573614,29297.636046865802,23661.655509030697,6089.44286948548,40562.5396877819,2928949.81138602,461596.555956571,6097119.72588683,6196731,3918570.12519436,257.843781423669,129.999888529539,3918957.96886432,354752.37514812,206455.454921615,90941.95727900439,72615.9178380013,402565.82973456295,475181.747572564,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
159,158,2252095.77389745,55003.2724390081,102904.490422212,254630.858926231,28292.3968187335,22981.266534774502,5946.43199750378,41251.508293261,2965971.43232317,467653.568347649,6098259.39635572,6196731,3944047.38243259,257.843781423669,129.999888529539,3944435.22610254,357860.661513649,208264.510478273,92240.1953764933,73533.8245473929,408507.61895106296,482041.443498455,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
160,159,2227848.60999479,52402.8439441712,98315.05671048429,245635.56262317198,27292.9089132018,22297.6004953498,5800.102595521021,41923.9081216246,3001703.91933212,473510.487269554,6099416.4798743,6196731,3968294.54633525,257.843781423669,129.999888529539,3968682.3900052,360831.460480971,209993.54691428,93500.4548263018,74419.7684599376,414281.931259639,488701.699719576,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
161,160,2204783.98391047,49896.5535452743,93861.9418328048,236718.260207927,26302.088398469,21612.878738545,5651.05680474563,42579.3953605814,3036156.6604198,479168.180781363,6100585.58069765,6196731,3991359.17241956,257.843781423669,129.999888529539,3991747.01608952,363668.731444575,211644.86863912898,94722.6185509305,75273.9823871693,419887.732529101,495161.71491627,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
162,161,2182854.76530695,47484.442339312,89549.0114338757,227902.842982837,25322.5896766692,20929.176657847802,5499.87483892845,43217.6924180936,3069342.52595215,484628.078393323,6101761.66640846,6196731,4013288.39102309,257.843781423669,129.999888529539,4013676.23469304,366376.55903427,213220.852950592,95906.6860711414,76096.7854751707,425324.529957549,501421.315432719,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
163,162,2162014.43094671,45166.048563568,85378.9953126068,219210.845876235,24356.8053555376,20248.4199748703,5347.11231673493,43838.586525512,3101277.62004955,489892.135078667,6102940.07582734,6196731,4034128.72538333,257.843781423669,129.999888529539,4034516.56905328,368959.125366581,214723.933884741,97052.7679162392,76888.5770412878,430592.349265854,507480.926307141,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
164,163,2142217.23444276,42940.4635589708,81353.5973888496,210661.469796502,23406.8687290457,19572.3823548157,5193.29793578512,44441.9272518758,3131980.97273645,494962.785804928,6104116.52372847,6196731,4053925.92188727,257.843781423669,129.999888529539,4054313.76555723,371420.678322933,216156.58375351698,98161.0780982899,77649.8289420751,435691.702921574,513341.53186364897,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
165,164,2123418.34795366,40806.4152462357,77473.5823982076,202271.660663364,22474.6625555004,18902.6867974861,5038.93170957063,45027.6230812255,3161474.19566809,499842.89392664295,6105287.09585621,6196731,4072724.80837638,257.843781423669,129.999888529539,4073112.65204633,373765.50207832205,217521.295992103,99231.9251891416,78381.0770381805,440623.551622322,519004.628660502,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
166,165,2105573.98005169,38762.3145672823,73738.8858650176,194056.193959635,21561.8284497504,18240.80779812,4884.48364569995,45595.6380371747,3189781.16430138,504535.70332424104,6106448.24206925,6196731,4090569.17627835,257.843781423669,129.999888529539,4090957.0199483,375997.89118160604,218820.57007338,100265.70393763199,79082.9133147203,445389.267827934,524472.181142654,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
167,166,2088641.47164138,36806.3000423917,70148.7230968705,186027.76453686898,20669.7768594357,17588.0741571751,4730.39290998063,46145.9881870905,3216927.71591484,509044.792653955,6107596.76788631,6196731,4107501.68468866,257.843781423669,129.999888529539,4107889.52835861,378122.126980573,220056.897787064,101262.887120791,79755.9783945487,449990.59993095,529746.5783254979,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
168,167,2072579.37066631,34936.2920297764,66701.6670811498,178197.100851105,19799.6997559752,16945.6737052988,4577.06727418045,46678.738078470305,3242941.359436,513374.031121721,6108729.82118607,6196731,4123563.78566372,257.843781423669,129.999888529539,4123951.62933368,380142.45807339397,221232.75186225103,102224.01753687901,80400.9543442147,454429.636823151,534830.591167365,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
169,168,2057347.49026387,33150.033078578505,63395.7362192279,170573.079836913,18952.5833967302,16314.6584089148,4424.882928035629,47193.997137562,3267851.00216853,517527.53656163,6109844.87812875,6196731,4138795.66606617,257.843781423669,129.999888529539,4139183.50973612,382063.082708765,222350.57572410698,103149.700283691,81018.5578988713,458708.77343311295,539727.331331983,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
170,169,2042906.95140218,31445.1222523399,60228.4809718322,163162.842904244,18129.2212121394,15695.9498621751,4274.1846590695095,47691.916053509005,3291686.69464869,521509.63603381,6110939.7282131,6196731,4153236.20492786,257.843781423669,129.999888529539,4153624.04859781,383888.133325153,223412.77449555,104040.595374395,81609.5341366276,462830.67746608396,544440.211602711,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
171,170,2029220.21124175,29819.0512861642,57197.052456548205,155971.922201055,17330.2278336815,15090.3457738244,4125.28623495975,48172.6832051523,3314479.3911673,525324.828599547,6112012.45695238,6196731,4166922.94508828,257.843781423669,129.999888529539,4167310.78875824,385621.663971311,224421.70767585398,104897.41064514901,82174.6505412691,466798.25728083705,548972.907822105,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
172,171,2016251.07975713,28269.234482442997,54298.2693333299,149004.365421515,16556.052960398,14498.5266699695,3978.47103500187,48636.521147453896,3336260.72851237,528977.75068037,6113061.42818717,6196731,4179892.07657291,257.843781423669,129.999888529539,4180279.92024286,387267.639589704,225379.68290348898,105720.89503653199,82714.6915166965,470614.631231945,553329.322748641,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
173,172,2003964.72608166,26793.0334728348,51528.6820351296,142262.857555291,15806.9948856775,13921.0626847275,3833.9929137930894,49083.6831767929,3357062.82313538,532473.144058703,6114085.266339,6196731,4192178.43024838,257.843781423669,129.999888529539,4192566.27391833,388829.927007124,226288.95071257,106511.8322722,83230.45335812679,474283.098596645,557513.551954771,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
174,173,1992327.67586786,25387.7805164058,48884.625976523304,135748.84180613,15083.213931869399,13358.4205876976,3692.0771863713503,49514.450051349006,3376918.08740867,535815.826667118,6115082.83824271,6196731,4203815.48046218,257.843781423669,129.999888529539,4204203.32413214,390312.287954249,227151.700470156,107271.034983411,83722.7396966042,477807.112398183,561529.852094787,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
175,174,1981307.80102793,24050.7990773586,46362.2717224286,129462.641071093,14384.745947270801,12810.971078428898,3552.9217864527795,49929.1267203646,3395859.05670208,539010.664866582,6116053.23446748,6196731,4214835.35530211,257.843781423669,129.999888529539,4215223.19897206,391718.373349624,227970.057049475,107999.33902522801,84192.3572117418,481190.252942165,565382.610153906,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
176,175,1970874.30229774,22779.420812866298,43957.6713080627,123403.57401693599,13711.5152028945,12278.9959829056,3416.6985600788003,50328.039189844196,3413918.23429263,542062.5483360289,6116995.75106427,6196731,4225268.8540322995,257.843781423669,129.999888529539,4225656.69770226,393051.718964779,228746.078306973,108697.598213545,84640.1117865908,484436.20312521,569076.3149118,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
177,176,1960997.68709854,21570.9993612646,41666.7937692878,117570.058906751,13063.3459282875,11762.6949223089,3283.55455614562,50711.5317666857,3431127.96442105,544976.369269666,6117909.87282657,6196731,4235145.4692315,257.843781423669,129.999888529539,4235533.31290146,394315.74285569397,229481.753587399,109366.67985063,85066.8053603442,487548.727281722,572615.532642065,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
178,177,1951649.74339241,20422.922960706397,39485.5603419967,111959.71862245801,12439.9739802326,11262.192191413798,3153.61340713575,51079.964270865305,3447520.30883599,547757.001996776,6118795.25615035,6196731,4244493.41293763,257.843781423669,129.999888529539,4244881.25660758,395513.743314655,230179.002531768,110007.460274048,85473.2328675114,490531.650059159,576004.88292667,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
179,178,1942803.50932885,19332.624688273998,37409.8759662981,106569.479827309,11841.057860403898,10777.543441522199,3026.97677913107,51433.7093899545,3463126.93794443,550409.28477381,6119651.71252898,6196731,4253339.64700119,257.843781423669,129.999888529539,4253727.49067114,396648.89779391,230839.67445091103,110620.820772601,85860.17953922041,493388.836880346,579249.016419566,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
180,179,1934433.23985246,18297.5911298539,35435.6540304831,101395.665005189,11266.1889416278,10308.7420781861,2903.72581977191,51773.150255245804,3477979.03875407,552938.004133098,6120479.19290516,6196731,4261709.91647758,257.843781423669,129.999888529539,4262097.76014753,397724.262903634,231465.548324295,111207.6439638,86228.4186208395,496124.176476849,582352.595097688,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
181,180,1926514.37117838,17315.3693834684,33558.838766406,96434.0784151561,10714.9010180913,9855.725390325551,2783.92260785984,52098.6781637318,3492107.23412881,555347.880947761,6121277.77281999,6196731,4269628.78515166,257.843781423669,129.999888529539,4270016.62882161,398742.77499082295,232058.333136945,111768.81047809699,86578.7093700859,498741.56479633204,585320.274166418,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
182,181,1919023.48449445,16383.5721599306,31775.424132542,91680.0829973362,10186.6788501961,9418.380193476949,2667.61156002382,52410.69052600981,3505541.51635603,557643.558729991,6122047.63887029,6196731,4277119.67183558,257.843781423669,129.999888529539,4277507.51550554,399707.251302979,232619.668556718,112305.19607277699,86911.7954099657,501244.890872755,588156.686282721,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
183,182,1911938.26761968,15499.8819579809,30081.469755538797,87128.6744050938,9680.96639013266,8996.54839587718,2554.82084487949,52709.5889070188,3518311.18861466,559829.593109122,6122789.07546209,6196731,4284204.88871036,257.843781423669,129.999888529539,4284592.73238031,400620.391710356,233151.125936673,112817.668947555,87228.4032775988,503638.023594525,590866.426872124,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
184,183,1905237.47549821,14662.0544433573,28473.1143293336,82774.54907939839,9197.17434550396,8590.03226291735,2445.56377373226,52995.777213902096,3530444.81623084,561910.442822787,6123502.45240394,6196731,4290905.68083183,257.843781423669,129.999888529539,4291293.52450178,401484.78085374297,233654.2095651,113307.087344477,87529.2412157076,505924.799767251,593454.040982959,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
185,184,1898900.89095418,13867.92082666,26946.585980504904,78612.164364036,8734.68685863254,8198.59921972895,2339.84012122517,53269.660088238605,3541970.18910258,563890.4624841961,6124188.21371217,6196731,4297242.26537585,257.843781423669,129.999888529539,4297630.10904581,402302.890648896,234130.358123125,113774.29750528699,87814.99824102191,508109.01383849204,595924.012079514,1,2,5.2,7,12,8,0.1,0.1,0.33,0.38,2.4,6196731,200,0.2,20.0,30,0.1,0.6,0.2,0.9,30,31,4.4,5,11,0.011000000000000001,0.2,1,0.55,10.0,3.2,10.2,0.23529411764705901,0.5,0.3125,0.14285714285714302,0.0833333333333333,0.125,0.0556661914389681,0.114480026074259,11.3699827932905,import_TO,5.5,2,12.2,True,0.01254,True,0.523809523809524,True,True,True,True,True,2091,0.003227508181329801
